NT	owner	website	email	nassos	mta
NT12703	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12704	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12705	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12706	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12707	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12708	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12709	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12710	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12711	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12712	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12713	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12714	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12715	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12716	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12717	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12718	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12719	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12720	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12721	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12722	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12723	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12724	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12725	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12726	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12727	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12728	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12729	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12730	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12731	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12732	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12733	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12734	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12735	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12736	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12737	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12738	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12739	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12740	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12741	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12742	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12743	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12744	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12745	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12746	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12747	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12748	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12749	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12750	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12751	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12752	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12753	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12754	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12755	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12756	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12757	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12758	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12759	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12760	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12761	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12762	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12763	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12764	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12765	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12766	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12767	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12768	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12769	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12770	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12771	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12772	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12773	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12774	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12775	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12776	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12777	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12778	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12779	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12780	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12781	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12782	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12783	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12784	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12785	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12786	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12787	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12788	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12789	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12790	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12791	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12792	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12793	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12794	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12795	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12796	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12797	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12798	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12799	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12800	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12801	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12802	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12803	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12804	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12805	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12806	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12807	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12808	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12809	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12810	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12811	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12812	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12813	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12814	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12815	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12816	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12817	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12818	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12819	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12820	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12821	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12822	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12823	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12824	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12825	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12826	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12827	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12828	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12829	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12830	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12831	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12832	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12833	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12834	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12835	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12836	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12837	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12838	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12839	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12840	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12841	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12842	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12843	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12844	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12845	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12846	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12847	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12848	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12849	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12850	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12851	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12852	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12853	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12854	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12855	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12856	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12857	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12858	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12859	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12860	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12861	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12862	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12863	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12864	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12865	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12866	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12867	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12868	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12869	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12870	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12871	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12872	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12873	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12874	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12875	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12876	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12877	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12878	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12879	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12880	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12881	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12882	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12883	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12884	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12885	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12886	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12887	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12888	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12889	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12890	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12891	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12892	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12893	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12894	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12895	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12896	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12897	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12898	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12899	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12900	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12901	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12902	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12903	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12904	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12905	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12906	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12907	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12908	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
NT12909	Richard Lenski	http://myxo.css.msu.edu/	lenski@msu.edu		
